country;total_vaccinations;Date;vaccine
Belgium;0;09/04/2021;Novavax
Belgium;177168;09/04/2021;Moderna
Belgium;0;09/04/2021;Johnson&Johnson
Belgium;1552336;02/04/2021;Pfizer/BioNTech
Belgium;524645;02/04/2021;Oxford/AstraZeneca
Belgium;0;02/04/2021;Novavax
Belgium;129643;02/04/2021;Moderna
Belgium;0;02/04/2021;Johnson&Johnson
Belgium;1292378;26/03/2021;Pfizer/BioNTech
Belgium;464192;26/03/2021;Oxford/AstraZeneca
Belgium;0;26/03/2021;Novavax
Belgium;101561;26/03/2021;Moderna
Belgium;0;26/03/2021;Johnson&Johnson
Belgium;1094529;19/03/2021;Pfizer/BioNTech
Belgium;352883;19/03/2021;Oxford/AstraZeneca
Belgium;0;19/03/2021;Novavax
Belgium;91052;19/03/2021;Moderna
Belgium;0;19/03/2021;Johnson&Johnson
Belgium;983140;12/03/2021;Pfizer/BioNTech
Belgium;192930;12/03/2021;Oxford/AstraZeneca
Belgium;0;12/03/2021;Novavax
Belgium;68411;12/03/2021;Moderna
Belgium;0;12/03/2021;Johnson&Johnson
Belgium;885762;05/03/2021;Pfizer/BioNTech
Belgium;111184;05/03/2021;Oxford/AstraZeneca
Belgium;0;05/03/2021;Novavax
Belgium;52320;05/03/2021;Moderna
Belgium;0;05/03/2021;Johnson&Johnson
Belgium;795704;26/02/2021;Pfizer/BioNTech
Belgium;46010;26/02/2021;Oxford/AstraZeneca
Belgium;0;26/02/2021;Novavax
Belgium;33307;26/02/2021;Moderna
Belgium;0;26/02/2021;Johnson&Johnson
Belgium;706188;19/02/2021;Pfizer/BioNTech
Belgium;11145;19/02/2021;Oxford/AstraZeneca
Belgium;0;19/02/2021;Novavax
Belgium;30756;19/02/2021;Moderna
Belgium;0;19/02/2021;Johnson&Johnson
Belgium;604353;12/02/2021;Pfizer/BioNTech
Belgium;432;12/02/2021;Oxford/AstraZeneca
Belgium;0;12/02/2021;Novavax
Belgium;25886;12/02/2021;Moderna
Belgium;0;12/02/2021;Johnson&Johnson
Belgium;467373;05/02/2021;Pfizer/BioNTech
Belgium;0;05/02/2021;Oxford/AstraZeneca
Belgium;0;05/02/2021;Novavax
Belgium;16189;05/02/2021;Moderna
Belgium;0;05/02/2021;Johnson&Johnson
Belgium;337494;29/01/2021;Pfizer/BioNTech
Belgium;0;29/01/2021;Oxford/AstraZeneca
Belgium;0;29/01/2021;Novavax
Belgium;6311;29/01/2021;Moderna
Belgium;0;29/01/2021;Johnson&Johnson
Belgium;246649;22/01/2021;Pfizer/BioNTech
Belgium;0;22/01/2021;Oxford/AstraZeneca
Belgium;0;22/01/2021;Novavax
Belgium;4578;22/01/2021;Moderna
Belgium;0;22/01/2021;Johnson&Johnson
Belgium;127644;15/01/2021;Pfizer/BioNTech
Belgium;0;15/01/2021;Oxford/AstraZeneca
Belgium;0;15/01/2021;Novavax
Belgium;65;15/01/2021;Moderna
Belgium;0;15/01/2021;Johnson&Johnson
Belgium;28332;08/01/2021;Pfizer/BioNTech
Belgium;0;08/01/2021;Oxford/AstraZeneca
Belgium;0;08/01/2021;Novavax
Belgium;0;08/01/2021;Moderna
Belgium;0;08/01/2021;Johnson&Johnson
Bulgaria;2852218;18/03/2022;Pfizer/BioNTech
Bulgaria;478541;18/03/2022;Oxford/AstraZeneca
Bulgaria;491663;18/03/2022;Moderna
Bulgaria;511702;18/03/2022;Johnson&Johnson
Bulgaria;2842794;11/03/2022;Pfizer/BioNTech
Bulgaria;478540;11/03/2022;Oxford/AstraZeneca
Bulgaria;490516;11/03/2022;Moderna
Bulgaria;510369;11/03/2022;Johnson&Johnson
Bulgaria;2832387;04/03/2022;Pfizer/BioNTech
Bulgaria;478540;04/03/2022;Oxford/AstraZeneca
Bulgaria;489241;04/03/2022;Moderna
Bulgaria;509151;04/03/2022;Johnson&Johnson
Bulgaria;2821950;25/02/2022;Pfizer/BioNTech
Bulgaria;478540;25/02/2022;Oxford/AstraZeneca
Bulgaria;487978;25/02/2022;Moderna
Bulgaria;507940;25/02/2022;Johnson&Johnson
Bulgaria;2803039;18/02/2022;Pfizer/BioNTech
Bulgaria;478521;18/02/2022;Oxford/AstraZeneca
Bulgaria;485755;18/02/2022;Moderna
Bulgaria;505783;18/02/2022;Johnson&Johnson
Bulgaria;2780245;11/02/2022;Pfizer/BioNTech
Bulgaria;478515;11/02/2022;Oxford/AstraZeneca
Bulgaria;482349;11/02/2022;Moderna
Bulgaria;503015;11/02/2022;Johnson&Johnson
Bulgaria;2748000;04/02/2022;Pfizer/BioNTech
Bulgaria;478514;04/02/2022;Oxford/AstraZeneca
Bulgaria;478158;04/02/2022;Moderna
Bulgaria;499873;04/02/2022;Johnson&Johnson
Bulgaria;2708688;28/01/2022;Pfizer/BioNTech
Bulgaria;478506;28/01/2022;Oxford/AstraZeneca
Bulgaria;473069;28/01/2022;Moderna
Bulgaria;495847;28/01/2022;Johnson&Johnson
Bulgaria;2658996;21/01/2022;Pfizer/BioNTech
Bulgaria;478497;21/01/2022;Oxford/AstraZeneca
Bulgaria;467316;21/01/2022;Moderna
Bulgaria;491097;21/01/2022;Johnson&Johnson
Bulgaria;2587281;14/01/2022;Pfizer/BioNTech
Bulgaria;478487;14/01/2022;Oxford/AstraZeneca
Bulgaria;455844;14/01/2022;Moderna
Bulgaria;483911;14/01/2022;Johnson&Johnson
Bulgaria;2466514;07/01/2022;Pfizer/BioNTech
Bulgaria;478474;07/01/2022;Oxford/AstraZeneca
Bulgaria;435287;07/01/2022;Moderna
Bulgaria;474859;07/01/2022;Johnson&Johnson
Bulgaria;2344709;31/12/2021;Pfizer/BioNTech
Bulgaria;478474;31/12/2021;Oxford/AstraZeneca
Bulgaria;414300;31/12/2021;Moderna
Bulgaria;465771;31/12/2021;Johnson&Johnson
Bulgaria;2310809;24/12/2021;Pfizer/BioNTech
Bulgaria;478474;24/12/2021;Oxford/AstraZeneca
Bulgaria;408650;24/12/2021;Moderna
Bulgaria;460037;24/12/2021;Johnson&Johnson
Bulgaria;2260115;17/12/2021;Pfizer/BioNTech
Bulgaria;478474;17/12/2021;Oxford/AstraZeneca
Bulgaria;400862;17/12/2021;Moderna
Bulgaria;450804;17/12/2021;Johnson&Johnson
Bulgaria;2187827;10/12/2021;Pfizer/BioNTech
Bulgaria;478474;10/12/2021;Oxford/AstraZeneca
Bulgaria;388824;10/12/2021;Moderna
Bulgaria;441050;10/12/2021;Johnson&Johnson
Bulgaria;2116155;03/12/2021;Pfizer/BioNTech
Bulgaria;478474;03/12/2021;Oxford/AstraZeneca
Bulgaria;376850;03/12/2021;Moderna
Bulgaria;430658;03/12/2021;Johnson&Johnson
Bulgaria;2037336;26/11/2021;Pfizer/BioNTech
Bulgaria;478474;26/11/2021;Oxford/AstraZeneca
Bulgaria;363268;26/11/2021;Moderna
Bulgaria;417244;26/11/2021;Johnson&Johnson
Bulgaria;1959107;19/11/2021;Pfizer/BioNTech
Bulgaria;478474;19/11/2021;Oxford/AstraZeneca
Bulgaria;350165;19/11/2021;Moderna
Bulgaria;399308;19/11/2021;Johnson&Johnson
Bulgaria;1873402;12/11/2021;Pfizer/BioNTech
Bulgaria;478474;12/11/2021;Oxford/AstraZeneca
Bulgaria;340090;12/11/2021;Moderna
Bulgaria;379027;12/11/2021;Johnson&Johnson
Bulgaria;1802357;05/11/2021;Pfizer/BioNTech
Bulgaria;478474;05/11/2021;Oxford/AstraZeneca
Bulgaria;332428;05/11/2021;Moderna
Bulgaria;353234;05/11/2021;Johnson&Johnson
Bulgaria;1745754;29/10/2021;Pfizer/BioNTech
Bulgaria;478474;29/10/2021;Oxford/AstraZeneca
Bulgaria;324072;29/10/2021;Moderna
Bulgaria;312759;29/10/2021;Johnson&Johnson
Bulgaria;1680407;22/10/2021;Pfizer/BioNTech
Bulgaria;478410;22/10/2021;Oxford/AstraZeneca
Bulgaria;315021;22/10/2021;Moderna
Bulgaria;255378;22/10/2021;Johnson&Johnson
Bulgaria;1628450;15/10/2021;Pfizer/BioNTech
Bulgaria;478357;15/10/2021;Oxford/AstraZeneca
Bulgaria;308556;15/10/2021;Moderna
Bulgaria;213953;15/10/2021;Johnson&Johnson
Bulgaria;1602024;08/10/2021;Pfizer/BioNTech
Bulgaria;478322;08/10/2021;Oxford/AstraZeneca
Bulgaria;305331;08/10/2021;Moderna
Bulgaria;203836;08/10/2021;Johnson&Johnson
Bulgaria;1574515;01/10/2021;Pfizer/BioNTech
Bulgaria;478283;01/10/2021;Oxford/AstraZeneca
Bulgaria;302454;01/10/2021;Moderna
Bulgaria;195813;01/10/2021;Johnson&Johnson
Bulgaria;1546525;24/09/2021;Pfizer/BioNTech
Bulgaria;478135;24/09/2021;Oxford/AstraZeneca
Bulgaria;298771;24/09/2021;Moderna
Bulgaria;185898;24/09/2021;Johnson&Johnson
Bulgaria;1515275;17/09/2021;Pfizer/BioNTech
Bulgaria;478043;17/09/2021;Oxford/AstraZeneca
Bulgaria;295088;17/09/2021;Moderna
Bulgaria;176011;17/09/2021;Johnson&Johnson
Bulgaria;1477403;10/09/2021;Pfizer/BioNTech
Bulgaria;477914;10/09/2021;Oxford/AstraZeneca
Bulgaria;290475;10/09/2021;Moderna
Bulgaria;162922;10/09/2021;Johnson&Johnson
Bulgaria;1441597;03/09/2021;Pfizer/BioNTech
Bulgaria;477848;03/09/2021;Oxford/AstraZeneca
Bulgaria;286004;03/09/2021;Moderna
Bulgaria;149801;03/09/2021;Johnson&Johnson
Bulgaria;1398289;27/08/2021;Pfizer/BioNTech
Bulgaria;477682;27/08/2021;Oxford/AstraZeneca
Bulgaria;280393;27/08/2021;Moderna
Bulgaria;133038;27/08/2021;Johnson&Johnson
Bulgaria;1350586;20/08/2021;Pfizer/BioNTech
Bulgaria;477386;20/08/2021;Oxford/AstraZeneca
Bulgaria;274759;20/08/2021;Moderna
Bulgaria;116879;20/08/2021;Johnson&Johnson
Bulgaria;1306415;13/08/2021;Pfizer/BioNTech
Bulgaria;477047;13/08/2021;Oxford/AstraZeneca
Bulgaria;269401;13/08/2021;Moderna
Bulgaria;102584;13/08/2021;Johnson&Johnson
Bulgaria;1263566;06/08/2021;Pfizer/BioNTech
Bulgaria;476722;06/08/2021;Oxford/AstraZeneca
Bulgaria;263950;06/08/2021;Moderna
Bulgaria;89994;06/08/2021;Johnson&Johnson
Bulgaria;1217883;30/07/2021;Pfizer/BioNTech
Bulgaria;476392;30/07/2021;Oxford/AstraZeneca
Bulgaria;258129;30/07/2021;Moderna
Bulgaria;78474;30/07/2021;Johnson&Johnson
Bulgaria;1171960;23/07/2021;Pfizer/BioNTech
Bulgaria;475741;23/07/2021;Oxford/AstraZeneca
Bulgaria;252810;23/07/2021;Moderna
Bulgaria;68142;23/07/2021;Johnson&Johnson
Bulgaria;1131157;16/07/2021;Pfizer/BioNTech
Bulgaria;474833;16/07/2021;Oxford/AstraZeneca
Bulgaria;248001;16/07/2021;Moderna
Bulgaria;58464;16/07/2021;Johnson&Johnson
Bulgaria;1088638;09/07/2021;Pfizer/BioNTech
Bulgaria;474041;09/07/2021;Oxford/AstraZeneca
Bulgaria;241903;09/07/2021;Moderna
Bulgaria;48458;09/07/2021;Johnson&Johnson
Bulgaria;1044469;02/07/2021;Pfizer/BioNTech
Bulgaria;472878;02/07/2021;Oxford/AstraZeneca
Bulgaria;234086;02/07/2021;Moderna
Bulgaria;40028;02/07/2021;Johnson&Johnson
Bulgaria;998035;25/06/2021;Pfizer/BioNTech
Bulgaria;471006;25/06/2021;Oxford/AstraZeneca
Bulgaria;225764;25/06/2021;Moderna
Bulgaria;33133;25/06/2021;Johnson&Johnson
Bulgaria;950161;18/06/2021;Pfizer/BioNTech
Bulgaria;467883;18/06/2021;Oxford/AstraZeneca
Bulgaria;216449;18/06/2021;Moderna
Bulgaria;25960;18/06/2021;Johnson&Johnson
Bulgaria;898535;11/06/2021;Pfizer/BioNTech
Bulgaria;457905;11/06/2021;Oxford/AstraZeneca
Bulgaria;202790;11/06/2021;Moderna
Bulgaria;17995;11/06/2021;Johnson&Johnson
Bulgaria;827459;04/06/2021;Pfizer/BioNTech
Bulgaria;435357;04/06/2021;Oxford/AstraZeneca
Bulgaria;190457;04/06/2021;Moderna
Bulgaria;11142;04/06/2021;Johnson&Johnson
Bulgaria;754371;28/05/2021;Pfizer/BioNTech
Bulgaria;411232;28/05/2021;Oxford/AstraZeneca
Bulgaria;181502;28/05/2021;Moderna
Bulgaria;6276;28/05/2021;Johnson&Johnson
Bulgaria;690983;21/05/2021;Pfizer/BioNTech
Bulgaria;401422;21/05/2021;Oxford/AstraZeneca
Bulgaria;165767;21/05/2021;Moderna
Bulgaria;2629;21/05/2021;Johnson&Johnson
Bulgaria;606439;14/05/2021;Pfizer/BioNTech
Bulgaria;364379;14/05/2021;Oxford/AstraZeneca
Bulgaria;145571;14/05/2021;Moderna
Bulgaria;398;14/05/2021;Johnson&Johnson
Bulgaria;514960;07/05/2021;Pfizer/BioNTech
Bulgaria;300451;07/05/2021;Oxford/AstraZeneca
Bulgaria;122688;07/05/2021;Moderna
Bulgaria;0;07/05/2021;Johnson&Johnson
Bulgaria;452036;30/04/2021;Pfizer/BioNTech
Bulgaria;263756;30/04/2021;Oxford/AstraZeneca
Bulgaria;108865;30/04/2021;Moderna
Bulgaria;0;30/04/2021;Johnson&Johnson
Bulgaria;382650;23/04/2021;Pfizer/BioNTech
Bulgaria;247383;23/04/2021;Oxford/AstraZeneca
Bulgaria;93241;23/04/2021;Moderna
Bulgaria;0;23/04/2021;Johnson&Johnson
Bulgaria;322422;16/04/2021;Pfizer/BioNTech
Bulgaria;241707;16/04/2021;Oxford/AstraZeneca
Bulgaria;74318;16/04/2021;Moderna
Bulgaria;0;16/04/2021;Johnson&Johnson
Bulgaria;275118;09/04/2021;Pfizer/BioNTech
Bulgaria;238387;09/04/2021;Oxford/AstraZeneca
Bulgaria;59160;09/04/2021;Moderna
Bulgaria;228583;02/04/2021;Pfizer/BioNTech
Bulgaria;230180;02/04/2021;Oxford/AstraZeneca
Bulgaria;44809;02/04/2021;Moderna
Bulgaria;195704;26/03/2021;Pfizer/BioNTech
Bulgaria;206835;26/03/2021;Oxford/AstraZeneca
Bulgaria;34004;26/03/2021;Moderna
Bulgaria;168956;19/03/2021;Pfizer/BioNTech
Bulgaria;179029;19/03/2021;Oxford/AstraZeneca
Bulgaria;20921;19/03/2021;Moderna
Bulgaria;147683;12/03/2021;Pfizer/BioNTech
Bulgaria;174209;12/03/2021;Oxford/AstraZeneca
Bulgaria;16988;12/03/2021;Moderna
Bulgaria;129880;05/03/2021;Pfizer/BioNTech
Bulgaria;143932;05/03/2021;Oxford/AstraZeneca
Bulgaria;14820;05/03/2021;Moderna
Bulgaria;104340;26/02/2021;Pfizer/BioNTech
Bulgaria;97630;26/02/2021;Oxford/AstraZeneca
Bulgaria;10475;26/02/2021;Moderna
Bulgaria;83960;19/02/2021;Pfizer/BioNTech
Bulgaria;28947;19/02/2021;Oxford/AstraZeneca
Bulgaria;6446;19/02/2021;Moderna
Bulgaria;70020;12/02/2021;Pfizer/BioNTech
Bulgaria;2035;12/02/2021;Oxford/AstraZeneca
Bulgaria;3333;12/02/2021;Moderna
Bulgaria;54821;05/02/2021;Pfizer/BioNTech
Bulgaria;10;05/02/2021;Oxford/AstraZeneca
Bulgaria;2207;05/02/2021;Moderna
Bulgaria;40072;29/01/2021;Pfizer/BioNTech
Bulgaria;1053;29/01/2021;Moderna
Bulgaria;25300;22/01/2021;Pfizer/BioNTech
Bulgaria;843;22/01/2021;Moderna
Bulgaria;17962;15/01/2021;Pfizer/BioNTech
Bulgaria;491;15/01/2021;Moderna
Bulgaria;13473;08/01/2021;Pfizer/BioNTech
Bulgaria;0;08/01/2021;Moderna
Bulgaria;0;01/01/2021;Pfizer/BioNTech
Chile;25596927;22/03/2022;Sinovac
Chile;7910264;22/03/2022;Pfizer/BioNTech
Chile;549396;22/03/2022;Oxford/AstraZeneca
Chile;574442;22/03/2022;CanSino
Chile;25593675;21/03/2022;Sinovac
Chile;7908841;21/03/2022;Pfizer/BioNTech
Chile;549372;21/03/2022;Oxford/AstraZeneca
Chile;574442;21/03/2022;CanSino
Chile;25587696;20/03/2022;Sinovac
Chile;7906326;20/03/2022;Pfizer/BioNTech
Chile;549354;20/03/2022;Oxford/AstraZeneca
Chile;574441;20/03/2022;CanSino
Chile;25587659;19/03/2022;Sinovac
Chile;7906294;19/03/2022;Pfizer/BioNTech
Chile;549354;19/03/2022;Oxford/AstraZeneca
Chile;574441;19/03/2022;CanSino
Chile;25586798;18/03/2022;Sinovac
Chile;7906025;18/03/2022;Pfizer/BioNTech
Chile;549354;18/03/2022;Oxford/AstraZeneca
Chile;574441;18/03/2022;CanSino
Chile;25579501;17/03/2022;Sinovac
Chile;7903791;17/03/2022;Pfizer/BioNTech
Chile;549345;17/03/2022;Oxford/AstraZeneca
Chile;574426;17/03/2022;CanSino
Chile;25574349;16/03/2022;Sinovac
Chile;7901623;16/03/2022;Pfizer/BioNTech
Chile;549333;16/03/2022;Oxford/AstraZeneca
Chile;574423;16/03/2022;CanSino
Chile;25568920;15/03/2022;Sinovac
Chile;7899424;15/03/2022;Pfizer/BioNTech
Chile;549322;15/03/2022;Oxford/AstraZeneca
Chile;574418;15/03/2022;CanSino
Chile;25563137;14/03/2022;Sinovac
Chile;7896828;14/03/2022;Pfizer/BioNTech
Chile;549298;14/03/2022;Oxford/AstraZeneca
Chile;574417;14/03/2022;CanSino
Chile;25556643;13/03/2022;Sinovac
Chile;7894012;13/03/2022;Pfizer/BioNTech
Chile;549276;13/03/2022;Oxford/AstraZeneca
Chile;574412;13/03/2022;CanSino
Chile;25556592;12/03/2022;Sinovac
Chile;7893972;12/03/2022;Pfizer/BioNTech
Chile;549276;12/03/2022;Oxford/AstraZeneca
Chile;574412;12/03/2022;CanSino
Chile;25555436;11/03/2022;Sinovac
Chile;7893653;11/03/2022;Pfizer/BioNTech
Chile;549276;11/03/2022;Oxford/AstraZeneca
Chile;574412;11/03/2022;CanSino
Chile;25545975;10/03/2022;Sinovac
Chile;7891198;10/03/2022;Pfizer/BioNTech
Chile;549269;10/03/2022;Oxford/AstraZeneca
Chile;574408;10/03/2022;CanSino
Chile;25539640;09/03/2022;Sinovac
Chile;7888856;09/03/2022;Pfizer/BioNTech
Chile;549256;09/03/2022;Oxford/AstraZeneca
Chile;574403;09/03/2022;CanSino
Chile;25532876;08/03/2022;Sinovac
Chile;7886224;08/03/2022;Pfizer/BioNTech
Chile;549236;08/03/2022;Oxford/AstraZeneca
Chile;574357;08/03/2022;CanSino
Chile;25525856;07/03/2022;Sinovac
Chile;7883488;07/03/2022;Pfizer/BioNTech
Chile;549220;07/03/2022;Oxford/AstraZeneca
Chile;574349;07/03/2022;CanSino
Chile;25517444;06/03/2022;Sinovac
Chile;7879942;06/03/2022;Pfizer/BioNTech
Chile;549204;06/03/2022;Oxford/AstraZeneca
Chile;574341;06/03/2022;CanSino
Chile;25517385;05/03/2022;Sinovac
Chile;7879897;05/03/2022;Pfizer/BioNTech
Chile;549204;05/03/2022;Oxford/AstraZeneca
Chile;574341;05/03/2022;CanSino
Chile;25516062;04/03/2022;Sinovac
Chile;7879586;04/03/2022;Pfizer/BioNTech
Chile;549203;04/03/2022;Oxford/AstraZeneca
Chile;574341;04/03/2022;CanSino
Chile;25503059;03/03/2022;Sinovac
Chile;7876551;03/03/2022;Pfizer/BioNTech
Chile;549192;03/03/2022;Oxford/AstraZeneca
Chile;574324;03/03/2022;CanSino
Chile;25492848;02/03/2022;Sinovac
Chile;7873290;02/03/2022;Pfizer/BioNTech
Chile;549180;02/03/2022;Oxford/AstraZeneca
Chile;574316;02/03/2022;CanSino
Chile;25481485;01/03/2022;Sinovac
Chile;7869810;01/03/2022;Pfizer/BioNTech
Chile;549165;01/03/2022;Oxford/AstraZeneca
Chile;574279;01/03/2022;CanSino
Chile;25463096;28/02/2022;Sinovac
Chile;7865801;28/02/2022;Pfizer/BioNTech
Chile;549132;28/02/2022;Oxford/AstraZeneca
Chile;574272;28/02/2022;CanSino
Chile;25440547;27/02/2022;Sinovac
Chile;7861164;27/02/2022;Pfizer/BioNTech
Chile;549097;27/02/2022;Oxford/AstraZeneca
Chile;574256;27/02/2022;CanSino
Chile;25440432;26/02/2022;Sinovac
Chile;7861123;26/02/2022;Pfizer/BioNTech
Chile;549097;26/02/2022;Oxford/AstraZeneca
Chile;574256;26/02/2022;CanSino
Chile;25438794;25/02/2022;Sinovac
Chile;7860736;25/02/2022;Pfizer/BioNTech
Chile;549097;25/02/2022;Oxford/AstraZeneca
Chile;574256;25/02/2022;CanSino
Chile;25420742;24/02/2022;Sinovac
Chile;7857298;24/02/2022;Pfizer/BioNTech
Chile;549081;24/02/2022;Oxford/AstraZeneca
Chile;574249;24/02/2022;CanSino
Chile;25402642;23/02/2022;Sinovac
Chile;7853625;23/02/2022;Pfizer/BioNTech
Chile;549046;23/02/2022;Oxford/AstraZeneca
Chile;574245;23/02/2022;CanSino
Chile;25385251;22/02/2022;Sinovac
Chile;7849667;22/02/2022;Pfizer/BioNTech
Chile;549016;22/02/2022;Oxford/AstraZeneca
Chile;574242;22/02/2022;CanSino
Chile;25366462;21/02/2022;Sinovac
Chile;7845238;21/02/2022;Pfizer/BioNTech
Chile;548969;21/02/2022;Oxford/AstraZeneca
Chile;574235;21/02/2022;CanSino
Chile;25347354;20/02/2022;Sinovac
Chile;7840506;20/02/2022;Pfizer/BioNTech
Chile;548904;20/02/2022;Oxford/AstraZeneca
Chile;574226;20/02/2022;CanSino
Chile;25347292;19/02/2022;Sinovac
Chile;7840473;19/02/2022;Pfizer/BioNTech
Chile;548904;19/02/2022;Oxford/AstraZeneca
Chile;574226;19/02/2022;CanSino
Chile;25346172;18/02/2022;Sinovac
Chile;7840112;18/02/2022;Pfizer/BioNTech
Chile;548903;18/02/2022;Oxford/AstraZeneca
Chile;574226;18/02/2022;CanSino
Chile;25331339;17/02/2022;Sinovac
Chile;7836199;17/02/2022;Pfizer/BioNTech
Chile;548878;17/02/2022;Oxford/AstraZeneca
Chile;574220;17/02/2022;CanSino
Chile;25316063;16/02/2022;Sinovac
Chile;7832320;16/02/2022;Pfizer/BioNTech
Chile;548845;16/02/2022;Oxford/AstraZeneca
Chile;574217;16/02/2022;CanSino
Chile;25300315;15/02/2022;Sinovac
Chile;7828411;15/02/2022;Pfizer/BioNTech
Chile;548797;15/02/2022;Oxford/AstraZeneca
Chile;574208;15/02/2022;CanSino
Chile;25285167;14/02/2022;Sinovac
Chile;7824478;14/02/2022;Pfizer/BioNTech
Chile;548750;14/02/2022;Oxford/AstraZeneca
Chile;574197;14/02/2022;CanSino
Chile;25269520;13/02/2022;Sinovac
Chile;7820321;13/02/2022;Pfizer/BioNTech
Chile;548705;13/02/2022;Oxford/AstraZeneca
Chile;574191;13/02/2022;CanSino
Chile;25269390;12/02/2022;Sinovac
Chile;7820231;12/02/2022;Pfizer/BioNTech
Chile;548705;12/02/2022;Oxford/AstraZeneca
Chile;574191;12/02/2022;CanSino
Chile;25268195;11/02/2022;Sinovac
Chile;7819761;11/02/2022;Pfizer/BioNTech
Chile;548704;11/02/2022;Oxford/AstraZeneca
Chile;574189;11/02/2022;CanSino
Chile;25253387;10/02/2022;Sinovac
Chile;7815858;10/02/2022;Pfizer/BioNTech
Chile;548673;10/02/2022;Oxford/AstraZeneca
Chile;574186;10/02/2022;CanSino
Chile;25236710;09/02/2022;Sinovac
Chile;7811662;09/02/2022;Pfizer/BioNTech
Chile;548635;09/02/2022;Oxford/AstraZeneca
Chile;574182;09/02/2022;CanSino
Chile;25219059;08/02/2022;Sinovac
Chile;7806988;08/02/2022;Pfizer/BioNTech
Chile;548575;08/02/2022;Oxford/AstraZeneca
Chile;574177;08/02/2022;CanSino
Chile;25198852;07/02/2022;Sinovac
Chile;7802030;07/02/2022;Pfizer/BioNTech
Chile;548535;07/02/2022;Oxford/AstraZeneca
Chile;574172;07/02/2022;CanSino
Chile;25178026;06/02/2022;Sinovac
Chile;7796405;06/02/2022;Pfizer/BioNTech
Chile;548521;06/02/2022;Oxford/AstraZeneca
Chile;574165;06/02/2022;CanSino
Chile;25177928;05/02/2022;Sinovac
Chile;7796318;05/02/2022;Pfizer/BioNTech
Chile;548521;05/02/2022;Oxford/AstraZeneca
Chile;574165;05/02/2022;CanSino
Chile;25176645;04/02/2022;Sinovac
Chile;7795838;04/02/2022;Pfizer/BioNTech
Chile;548521;04/02/2022;Oxford/AstraZeneca
Chile;574165;04/02/2022;CanSino
Chile;25159267;03/02/2022;Sinovac
Chile;7791226;03/02/2022;Pfizer/BioNTech
Chile;548520;03/02/2022;Oxford/AstraZeneca
Chile;574160;03/02/2022;CanSino
Chile;25141243;02/02/2022;Sinovac
Chile;7786528;02/02/2022;Pfizer/BioNTech
Chile;548520;02/02/2022;Oxford/AstraZeneca
Chile;574152;02/02/2022;CanSino
Chile;25121797;01/02/2022;Sinovac
Chile;7781551;01/02/2022;Pfizer/BioNTech
Chile;548520;01/02/2022;Oxford/AstraZeneca
Chile;574144;01/02/2022;CanSino
Chile;25101021;31/01/2022;Sinovac
Chile;7776615;31/01/2022;Pfizer/BioNTech
Chile;548519;31/01/2022;Oxford/AstraZeneca
Chile;574131;31/01/2022;CanSino
Chile;25078226;30/01/2022;Sinovac
Chile;7771190;30/01/2022;Pfizer/BioNTech
Chile;548465;30/01/2022;Oxford/AstraZeneca
Chile;574121;30/01/2022;CanSino
Chile;25078148;29/01/2022;Sinovac
Chile;7771114;29/01/2022;Pfizer/BioNTech
Chile;548465;29/01/2022;Oxford/AstraZeneca
Chile;574121;29/01/2022;CanSino
Chile;25076628;28/01/2022;Sinovac
Chile;7770599;28/01/2022;Pfizer/BioNTech
Chile;548463;28/01/2022;Oxford/AstraZeneca
Chile;574121;28/01/2022;CanSino
Chile;25060485;27/01/2022;Sinovac
Chile;7766858;27/01/2022;Pfizer/BioNTech
Chile;548418;27/01/2022;Oxford/AstraZeneca
Chile;574111;27/01/2022;CanSino
Chile;25041001;26/01/2022;Sinovac
Chile;7762460;26/01/2022;Pfizer/BioNTech
Chile;548345;26/01/2022;Oxford/AstraZeneca
Chile;574100;26/01/2022;CanSino
Chile;25019677;25/01/2022;Sinovac
Chile;7757882;25/01/2022;Pfizer/BioNTech
Chile;548272;25/01/2022;Oxford/AstraZeneca
Chile;574092;25/01/2022;CanSino
Chile;24995900;24/01/2022;Sinovac
Chile;7752897;24/01/2022;Pfizer/BioNTech
Chile;548194;24/01/2022;Oxford/AstraZeneca
Chile;574087;24/01/2022;CanSino
Chile;24971298;23/01/2022;Sinovac
Chile;7747288;23/01/2022;Pfizer/BioNTech
Chile;548073;23/01/2022;Oxford/AstraZeneca
Chile;574071;23/01/2022;CanSino
Chile;24971209;22/01/2022;Sinovac
Chile;7747204;22/01/2022;Pfizer/BioNTech
Chile;548072;22/01/2022;Oxford/AstraZeneca
Chile;574071;22/01/2022;CanSino
Chile;24969527;21/01/2022;Sinovac
Chile;7746662;21/01/2022;Pfizer/BioNTech
Chile;548070;21/01/2022;Oxford/AstraZeneca
Chile;574070;21/01/2022;CanSino
Chile;24951273;20/01/2022;Sinovac
Chile;7742629;20/01/2022;Pfizer/BioNTech
Chile;548003;20/01/2022;Oxford/AstraZeneca
Chile;574053;20/01/2022;CanSino
Chile;24928981;19/01/2022;Sinovac
Chile;7737863;19/01/2022;Pfizer/BioNTech
Chile;547931;19/01/2022;Oxford/AstraZeneca
Chile;574047;19/01/2022;CanSino
Chile;24900975;18/01/2022;Sinovac
Chile;7732259;18/01/2022;Pfizer/BioNTech
Chile;547800;18/01/2022;Oxford/AstraZeneca
Chile;574024;18/01/2022;CanSino
