country,Total_vaccin,Nombre_vaccin_utilisé,Date
Czechia,3872576,4,2021-05-11
Ecuador,1933955,3,2021-05-11
"European Union",177986971,9,2021-05-11
France,27335349,4,2021-05-11
Germany,37148557,5,2021-05-11
"Hong Kong",1805067,2,2021-05-11
Ukraine,884547,3,2021-05-11
"United States",262939215,3,2021-05-11
Uruguay,2126420,3,2021-05-11
Ukraine,904933,3,2021-05-12
"United States",264485760,3,2021-05-12
Uruguay,2171138,3,2021-05-12
Italy,25829605,4,2021-05-12
Japan,6273284,1,2021-05-12
Latvia,465543,4,2021-05-12
Peru,2478053,3,2021-05-12
Romania,6297426,4,2021-05-12
"South Korea",4554683,5,2021-05-12
Switzerland,3608091,3,2021-05-12
Argentina,10028469,6,2021-05-12
Chile,16323000,3,2021-05-12
Czechia,3960079,4,2021-05-12
Ecuador,1974582,3,2021-05-12
"European Union",180777766,9,2021-05-12
France,28003809,4,2021-05-12
Germany,38569800,5,2021-05-12
"Hong Kong",1830856,2,2021-05-12
Argentina,10220524,6,2021-05-13
Chile,16480779,3,2021-05-13
Czechia,4051814,4,2021-05-13
Ecuador,2020226,3,2021-05-13
"European Union",182351415,9,2021-05-13
France,28399684,4,2021-05-13
Germany,38999919,5,2021-05-13
"Hong Kong",1856634,2,2021-05-13
Ukraine,926520,3,2021-05-13
"United States",266399739,3,2021-05-13
Uruguay,2233843,3,2021-05-13
Italy,26360232,4,2021-05-13
Japan,6695597,1,2021-05-13
Latvia,487603,4,2021-05-13
Peru,2559922,3,2021-05-13
Romania,6400659,4,2021-05-13
"South Korea",4643099,5,2021-05-13
Switzerland,3654123,3,2021-05-13
Hungary,7290250,6,2021-05-14
Ireland,2260104,4,2021-05-14
Italy,26916861,4,2021-05-14
Japan,7116487,1,2021-05-14
Latvia,509024,4,2021-05-14
Liechtenstein,16689,3,2021-05-14
Lithuania,1315889,4,2021-05-14
Luxembourg,267990,4,2021-05-14
Malta,457028,4,2021-05-14
Netherlands,7566414,5,2021-05-14
Norway,2218004,4,2021-05-14
Peru,2668877,3,2021-05-14
Poland,16011594,4,2021-05-14
Portugal,4758080,6,2021-05-14
Romania,6510973,4,2021-05-14
Slovakia,2066213,4,2021-05-14
Slovenia,830823,4,2021-05-14
"South Korea",4736214,5,2021-05-14
Spain,22471598,4,2021-05-14
Sweden,4368550,4,2021-05-14
Switzerland,3736116,3,2021-05-14
Argentina,10416922,6,2021-05-14
Austria,4182843,5,2021-05-14
Belgium,5375638,5,2021-05-14
Bulgaria,1116787,4,2021-05-14
Chile,16640375,3,2021-05-14
Croatia,1463481,4,2021-05-14
Cyprus,433790,4,2021-05-14
Czechia,4138081,4,2021-05-14
Denmark,2635169,4,2021-05-14
Ecuador,2082123,3,2021-05-14
Estonia,594328,4,2021-05-14
"European Union",194742975,9,2021-05-14
Finland,2420676,4,2021-05-14
France,29022031,4,2021-05-14
Germany,39758730,5,2021-05-14
"Hong Kong",1888617,2,2021-05-14
Ukraine,950158,3,2021-05-14
"United States",268240279,3,2021-05-14
Uruguay,2294440,3,2021-05-14
Ukraine,956322,3,2021-05-15
"United States",270631969,3,2021-05-15
Uruguay,2315916,3,2021-05-15
Italy,27462830,4,2021-05-15
Japan,7287316,1,2021-05-15
Latvia,522384,4,2021-05-15
Peru,2743880,3,2021-05-15
Romania,6629994,4,2021-05-15
"South Korea",4769303,5,2021-05-15
Switzerland,3780272,3,2021-05-15
Argentina,10512016,6,2021-05-15
Chile,16641838,3,2021-05-15
Czechia,4172256,4,2021-05-15
Ecuador,2122051,3,2021-05-15
"European Union",196325711,9,2021-05-15
France,29491097,4,2021-05-15
Germany,40159875,5,2021-05-15
"Hong Kong",1926249,2,2021-05-15
Argentina,10579604,6,2021-05-16
Chile,16642279,3,2021-05-16
Czechia,4199343,4,2021-05-16
Ecuador,2143795,3,2021-05-16
"European Union",197376271,9,2021-05-16
France,29714717,4,2021-05-16
Germany,40442524,5,2021-05-16
"Hong Kong",1955078,2,2021-05-16
Ukraine,958552,3,2021-05-16
"United States",272724206,3,2021-05-16
Uruguay,2316697,3,2021-05-16
Italy,27873323,4,2021-05-16
Japan,7495054,1,2021-05-16
Latvia,527433,4,2021-05-16
Peru,2782078,3,2021-05-16
Romania,6731656,4,2021-05-16
"South Korea",4775629,5,2021-05-16
Switzerland,3799299,3,2021-05-16
Italy,28341646,4,2021-05-17
Japan,8102078,1,2021-05-17
Latvia,539129,4,2021-05-17
Peru,2841545,3,2021-05-17
Romania,6826312,4,2021-05-17
"South Korea",4890450,5,2021-05-17
Switzerland,3884173,3,2021-05-17
Argentina,10766484,6,2021-05-17
Chile,16814092,3,2021-05-17
Czechia,4277762,4,2021-05-17
Ecuador,2191821,3,2021-05-17
"European Union",199112924,9,2021-05-17
France,30241187,4,2021-05-17
Germany,40999613,5,2021-05-17
"Hong Kong",1984332,2,2021-05-17
Ukraine,975784,3,2021-05-17
"United States",274210404,3,2021-05-17
Uruguay,2370164,3,2021-05-17
Ukraine,994872,3,2021-05-18
"United States",275333258,3,2021-05-18
Uruguay,2422140,3,2021-05-18
Italy,28812504,4,2021-05-18
Japan,8664931,1,2021-05-18
Latvia,556083,5,2021-05-18
Peru,2911003,3,2021-05-18
Romania,6923265,4,2021-05-18
"South Korea",5045518,5,2021-05-18
Switzerland,3985254,3,2021-05-18
Argentina,10964559,6,2021-05-18
Chile,16998054,3,2021-05-18
Czechia,4361873,4,2021-05-18
Ecuador,2235470,3,2021-05-18
"European Union",201271431,9,2021-05-18
France,30855925,4,2021-05-18
Germany,41874523,5,2021-05-18
"Hong Kong",2010374,2,2021-05-18
Argentina,11132179,6,2021-05-19
Chile,17165166,3,2021-05-19
Czechia,4453314,4,2021-05-19
Ecuador,2284827,3,2021-05-19
"European Union",203684662,9,2021-05-19
France,31470697,4,2021-05-19
Germany,42975940,5,2021-05-19
"Hong Kong",2026541,2,2021-05-19
Ukraine,1012815,3,2021-05-19
"United States",277086442,3,2021-05-19
Uruguay,2466245,3,2021-05-19
Italy,29301097,4,2021-05-19
Japan,9303184,1,2021-05-19
Latvia,578656,4,2021-05-19
Peru,2991746,3,2021-05-19
Romania,7017682,4,2021-05-19
"South Korea",5141795,5,2021-05-19
Switzerland,4088212,3,2021-05-19
Italy,29856344,4,2021-05-20
Japan,9835661,1,2021-05-20
Latvia,599551,4,2021-05-20
Peru,3078506,3,2021-05-20
Romania,7105641,4,2021-05-20
"South Korea",5365534,5,2021-05-20
Switzerland,4198493,3,2021-05-20
Argentina,11314627,6,2021-05-20
Chile,17357158,3,2021-05-20
Czechia,4554247,4,2021-05-20
Ecuador,2362288,3,2021-05-20
"European Union",206071107,9,2021-05-20
France,32140502,4,2021-05-20
Germany,43927546,5,2021-05-20
"Hong Kong",2050324,2,2021-05-20
Ukraine,1031728,3,2021-05-20
"United States",279191760,3,2021-05-20
Uruguay,2514221,3,2021-05-20
Ukraine,1049311,3,2021-05-21
"United States",281388220,3,2021-05-21
Uruguay,2563776,3,2021-05-21
Hungary,7922786,6,2021-05-21
Ireland,2590873,4,2021-05-21
Italy,30429638,4,2021-05-21
Japan,10415253,1,2021-05-21
Latvia,619737,4,2021-05-21
Liechtenstein,19451,3,2021-05-21
Lithuania,1454834,4,2021-05-21
Luxembourg,302547,4,2021-05-21
Malta,510246,4,2021-05-21
Netherlands,8599041,5,2021-05-21
Norway,2447280,4,2021-05-21
Peru,3241433,3,2021-05-21
Poland,18018269,4,2021-05-21
Portugal,5289324,7,2021-05-21
Romania,7190616,4,2021-05-21
Slovakia,2315012,4,2021-05-21
Slovenia,943441,4,2021-05-21
"South Korea",5606218,5,2021-05-21
Spain,24814015,4,2021-05-21
Sweden,4822600,4,2021-05-21
Switzerland,4301152,3,2021-05-21
Argentina,11491787,6,2021-05-21
Austria,4727883,5,2021-05-21
Belgium,6137793,5,2021-05-21
Bulgaria,1260801,4,2021-05-21
Chile,17366844,3,2021-05-21
Croatia,1681344,4,2021-05-21
Cyprus,510505,3,2021-05-21
Czechia,4649485,4,2021-05-21
Denmark,2986303,4,2021-05-21
Ecuador,2447111,3,2021-05-21
Estonia,658168,4,2021-05-21
"European Union",218726047,9,2021-05-21
Finland,2697171,4,2021-05-21
France,32806365,4,2021-05-21
Germany,44781562,5,2021-05-21
"Hong Kong",2081168,2,2021-05-21
Argentina,11592202,6,2021-05-22
Chile,17400043,3,2021-05-22
Czechia,4693006,4,2021-05-22
Ecuador,2504778,3,2021-05-22
"European Union",220283074,9,2021-05-22
France,33233898,4,2021-05-22
Germany,45256252,5,2021-05-22
"Hong Kong",2117818,2,2021-05-22
Ukraine,1052814,4,2021-05-22
"United States",283732339,3,2021-05-22
Uruguay,2578545,3,2021-05-22
Italy,30953072,4,2021-05-22
Japan,10741001,1,2021-05-22
Latvia,632135,4,2021-05-22
Peru,3373195,3,2021-05-22
Romania,7266067,4,2021-05-22
"South Korea",5648654,5,2021-05-22
Switzerland,4348869,3,2021-05-22
Italy,31361045,4,2021-05-23
Japan,11089889,1,2021-05-23
Latvia,634995,5,2021-05-23
Peru,3461449,3,2021-05-23
Romania,7320132,4,2021-05-23
"South Korea",5652569,5,2021-05-23
Switzerland,4367612,3,2021-05-23
Argentina,11637450,6,2021-05-23
Chile,17404330,3,2021-05-23
Czechia,4724482,4,2021-05-23
Ecuador,2595609,3,2021-05-23
"European Union",221241257,9,2021-05-23
France,33410177,4,2021-05-23
Germany,45541790,5,2021-05-23
"Hong Kong",2146653,2,2021-05-23
Ukraine,1054139,4,2021-05-23
"United States",285510424,3,2021-05-23
Uruguay,2580118,3,2021-05-23
Ukraine,1068195,4,2021-05-24
"United States",286680534,3,2021-05-24
Uruguay,2621891,3,2021-05-24
Italy,31826546,4,2021-05-24
Japan,11871450,2,2021-05-24
Latvia,646699,4,2021-05-24
Peru,3583392,3,2021-05-24
Romania,7377747,4,2021-05-24
"South Korea",5829522,5,2021-05-24
Switzerland,4418236,3,2021-05-24
Argentina,11725786,6,2021-05-24
Chile,17641484,3,2021-05-24
Czechia,4804098,4,2021-05-24
Ecuador,2598792,3,2021-05-24
"European Union",222478986,9,2021-05-24
France,33707081,4,2021-05-24
Germany,45868170,5,2021-05-24
"Hong Kong",2175033,2,2021-05-24
Argentina,11789175,6,2021-05-25
Chile,17888411,3,2021-05-25
Czechia,4890082,4,2021-05-25
Ecuador,2605308,3,2021-05-25
"European Union",224383910,9,2021-05-25
France,34298511,4,2021-05-25
Germany,46525594,5,2021-05-25
"Hong Kong",2200093,2,2021-05-25
Ukraine,1084582,4,2021-05-25
"United States",287578033,3,2021-05-25
Uruguay,2660944,3,2021-05-25
Italy,32307203,4,2021-05-25
Japan,12531129,2,2021-05-25
Latvia,667308,4,2021-05-25
Peru,3684870,3,2021-05-25
Romania,7446567,4,2021-05-25
"South Korea",6001671,5,2021-05-25
Switzerland,4520484,3,2021-05-25
Italy,32836091,4,2021-05-26
Japan,13251273,2,2021-05-26
Latvia,689305,4,2021-05-26
Peru,3780996,3,2021-05-26
Romania,7517689,4,2021-05-26
"South Korea",6157687,5,2021-05-26
Switzerland,4628147,3,2021-05-26
Argentina,11942138,6,2021-05-26
Chile,18117555,3,2021-05-26
Czechia,4993503,4,2021-05-26
Ecuador,2663829,3,2021-05-26
"European Union",226895875,9,2021-05-26
France,34902085,4,2021-05-26
Germany,47708557,5,2021-05-26
"Hong Kong",2224170,2,2021-05-26
Ukraine,1099713,4,2021-05-26
"United States",288999507,3,2021-05-26
Uruguay,2699472,3,2021-05-26
Ukraine,1116006,4,2021-05-27
"United States",290510095,3,2021-05-27
Uruguay,2739083,3,2021-05-27
Italy,33427787,4,2021-05-27
Japan,13985282,2,2021-05-27
Latvia,711317,4,2021-05-27
Peru,3898457,3,2021-05-27
Romania,7585067,4,2021-05-27
"South Korea",6874699,5,2021-05-27
Switzerland,4736887,3,2021-05-27
Argentina,12111425,6,2021-05-27
Chile,18320886,3,2021-05-27
Czechia,5100201,4,2021-05-27
Ecuador,2724637,3,2021-05-27
"European Union",229398036,9,2021-05-27
France,35572321,4,2021-05-27
Germany,48752698,5,2021-05-27
"Hong Kong",2250314,2,2021-05-27
Argentina,12357317,6,2021-05-28
Austria,5220553,5,2021-05-28
Belgium,6781693,5,2021-05-28
Bulgaria,1353381,4,2021-05-28
Chile,18507356,3,2021-05-28
Croatia,1871825,4,2021-05-28
Cyprus,587339,4,2021-05-28
Czechia,5206453,4,2021-05-28
Denmark,3312500,4,2021-05-28
Ecuador,2779707,3,2021-05-28
Estonia,722654,4,2021-05-28
"European Union",241779973,9,2021-05-28
Finland,2970683,4,2021-05-28
France,36262942,4,2021-05-28
Germany,49659934,5,2021-05-28
"Hong Kong",2286312,2,2021-05-28
Ukraine,1132821,4,2021-05-28
"United States",291883647,3,2021-05-28
Uruguay,2776327,3,2021-05-28
Hungary,8618178,6,2021-05-28
Ireland,2898369,4,2021-05-28
Italy,34023777,4,2021-05-28
Japan,14714342,2,2021-05-28
Latvia,736162,4,2021-05-28
Liechtenstein,21681,3,2021-05-28
Lithuania,1591294,4,2021-05-28
Luxembourg,327894,4,2021-05-28
Malta,555368,4,2021-05-28
Netherlands,9609269,5,2021-05-28
Norway,2705223,4,2021-05-28
Peru,4050999,3,2021-05-28
Poland,19941247,4,2021-05-28
Portugal,5856452,7,2021-05-28
Romania,7654544,4,2021-05-28
Slovakia,2564509,4,2021-05-28
Slovenia,1041029,4,2021-05-28
"South Korea",7485111,5,2021-05-28
Spain,27105238,4,2021-05-28
Sweden,5306659,4,2021-05-28
Switzerland,4842954,3,2021-05-28
Italy,34549106,4,2021-05-29
Japan,15242208,2,2021-05-29
Latvia,748051,4,2021-05-29
Peru,4182550,3,2021-05-29
Romania,7731473,4,2021-05-29
"South Korea",7659776,5,2021-05-29
Switzerland,4897587,3,2021-05-29
Argentina,12584721,6,2021-05-29
Chile,18554754,3,2021-05-29
Czechia,5252722,4,2021-05-29
Ecuador,2816614,3,2021-05-29
"European Union",243300432,9,2021-05-29
France,36711728,4,2021-05-29
Germany,50071191,5,2021-05-29
"Hong Kong",2328853,2,2021-05-29
Ukraine,1141413,4,2021-05-29
"United States",293486995,3,2021-05-29
Uruguay,2801397,3,2021-05-29
Ukraine,1147581,4,2021-05-30
"United States",294709562,3,2021-05-30
Uruguay,2802825,3,2021-05-30
Italy,34951613,4,2021-05-30
Japan,15766836,2,2021-05-30
Latvia,752209,4,2021-05-30
Peru,4248037,3,2021-05-30
Romania,7800566,4,2021-05-30
"South Korea",7665651,5,2021-05-30
Switzerland,4922262,3,2021-05-30
Argentina,12713530,6,2021-05-30
Chile,18564850,3,2021-05-30
Czechia,5289588,4,2021-05-30
Ecuador,2837640,3,2021-05-30
"European Union",244237024,9,2021-05-30
France,36851521,4,2021-05-30
Germany,50355366,5,2021-05-30
"Hong Kong",2364029,2,2021-05-30
Argentina,13012400,6,2021-05-31
Chile,18780684,4,2021-05-31
Czechia,5391016,4,2021-05-31
Ecuador,2896575,3,2021-05-31
"European Union",246007919,9,2021-05-31
France,37414355,4,2021-05-31
Germany,50904052,5,2021-05-31
"Hong Kong",2400498,2,2021-05-31
Ukraine,1161518,4,2021-05-31
Uruguay,2849228,3,2021-05-31
Italy,35432375,4,2021-05-31
Japan,16659793,2,2021-05-31
Latvia,765261,4,2021-05-31
Peru,4360492,3,2021-05-31
Romania,7864699,4,2021-05-31
"South Korea",8079356,5,2021-05-31
Switzerland,5016224,3,2021-05-31
Italy,35902581,4,2021-06-01
Japan,17562362,2,2021-06-01
Latvia,786550,4,2021-06-01
Peru,4474214,3,2021-06-01
Romania,7917467,4,2021-06-01
"South Korea",8673698,5,2021-06-01
Switzerland,5125357,3,2021-06-01
Argentina,13327124,6,2021-06-01
Chile,19002321,4,2021-06-01
Czechia,5496731,4,2021-06-01
Ecuador,2947090,3,2021-06-01
"European Union",248333640,9,2021-06-01
France,38098122,4,2021-06-01
Germany,51896028,5,2021-06-01
"Hong Kong",2434063,2,2021-06-01
Ukraine,1180402,4,2021-06-01
"United States",296184633,3,2021-06-01
Uruguay,2895228,3,2021-06-01
Ukraine,1214883,4,2021-06-02
"United States",296692430,3,2021-06-02
Uruguay,2940358,3,2021-06-02
Italy,36315526,4,2021-06-02
Japan,18512075,2,2021-06-02
Latvia,808573,4,2021-06-02
Peru,4588982,3,2021-06-02
Romania,7973139,4,2021-06-02
"South Korea",9079983,5,2021-06-02
Switzerland,5238496,3,2021-06-02
Argentina,13636278,6,2021-06-02
Chile,19206658,4,2021-06-02
Czechia,5611283,4,2021-06-02
Ecuador,3004736,3,2021-06-02
"European Union",250843184,9,2021-06-02
France,38749614,4,2021-06-02
Germany,53148888,5,2021-06-02
"Hong Kong",2466563,2,2021-06-02
Argentina,13985731,6,2021-06-03
Chile,19370572,4,2021-06-03
Czechia,5726991,4,2021-06-03
Ecuador,3084635,3,2021-06-03
"European Union",253009318,9,2021-06-03
France,39473861,4,2021-06-03
Germany,53793914,5,2021-06-03
"Hong Kong",2502781,2,2021-06-03
Ukraine,1265723,4,2021-06-03
"United States",297498727,3,2021-06-03
Uruguay,2984926,3,2021-06-03
Italy,36914202,4,2021-06-03
Japan,19447730,2,2021-06-03
Latvia,830437,4,2021-06-03
Peru,4654678,3,2021-06-03
Romania,8033752,4,2021-06-03
"South Korea",9450688,5,2021-06-03
Switzerland,5342428,3,2021-06-03
Hungary,9094354,6,2021-06-04
Ireland,3173110,4,2021-06-04
Italy,37548325,4,2021-06-04
Japan,20362711,2,2021-06-04
Latvia,850459,4,2021-06-04
Liechtenstein,24472,3,2021-06-04
Lithuania,1780899,4,2021-06-04
Luxembourg,371211,4,2021-06-04
Malta,587214,4,2021-06-04
Netherlands,10793265,5,2021-06-04
Norway,3056153,4,2021-06-04
Peru,4692444,3,2021-06-04
Poland,22117729,4,2021-06-04
Portugal,6432449,6,2021-06-04
Romania,8101759,4,2021-06-04
Slovakia,2805968,4,2021-06-04
Slovenia,1173498,4,2021-06-04
"South Korea",9850718,5,2021-06-04
Spain,30102288,4,2021-06-04
Sweden,5891227,4,2021-06-04
Switzerland,5454123,3,2021-06-04
Argentina,14393672,6,2021-06-04
Austria,5803857,5,2021-06-04
Belgium,7688715,5,2021-06-04
Bulgaria,1464415,4,2021-06-04
Chile,19515909,4,2021-06-04
Croatia,2010130,4,2021-06-04
Cyprus,634212,3,2021-06-04
Czechia,5844325,4,2021-06-04
Denmark,3670938,4,2021-06-04
Ecuador,3177601,3,2021-06-04
Estonia,784332,4,2021-06-04
"European Union",266843845,9,2021-06-04
Finland,3270287,4,2021-06-04
France,40235653,4,2021-06-04
Germany,54607530,5,2021-06-04
"Hong Kong",2547732,2,2021-06-04
Ukraine,1323163,4,2021-06-04
"United States",298896465,3,2021-06-04
Uruguay,3028927,3,2021-06-04
Ukraine,1363264,4,2021-06-05
"United States",300043253,3,2021-06-05
Uruguay,3043731,3,2021-06-05
Italy,38167534,4,2021-06-05
Japan,21096863,2,2021-06-05
Latvia,861743,4,2021-06-05
Peru,4713739,3,2021-06-05
Romania,8172014,4,2021-06-05
"South Korea",9994616,5,2021-06-05
Switzerland,5527898,3,2021-06-05
Argentina,14720380,6,2021-06-05
Chile,19553652,4,2021-06-05
Czechia,5897310,4,2021-06-05
Ecuador,3224184,3,2021-06-05
"European Union",268505571,9,2021-06-05
France,40729929,4,2021-06-05
Germany,55021247,5,2021-06-05
"Hong Kong",2598249,2,2021-06-05
Argentina,14937641,6,2021-06-06
Chile,19558665,4,2021-06-06
Czechia,5939365,4,2021-06-06
Ecuador,3254855,3,2021-06-06
"European Union",269599002,9,2021-06-06
France,40912470,4,2021-06-06
Germany,55314062,5,2021-06-06
"Hong Kong",2637585,2,2021-06-06
Ukraine,1388124,4,2021-06-06
"United States",301411916,3,2021-06-06
Uruguay,3044726,3,2021-06-06
Italy,38680214,4,2021-06-06
Japan,21832635,2,2021-06-06
Latvia,866981,4,2021-06-06
Peru,4715907,3,2021-06-06
Romania,8230116,4,2021-06-06
"South Korea",9998726,5,2021-06-06
Switzerland,5555634,3,2021-06-06
Italy,39252350,4,2021-06-07
Japan,22907823,2,2021-06-07
Latvia,881865,4,2021-06-07
Peru,4747432,3,2021-06-07
Romania,8279521,4,2021-06-07
"South Korea",10913656,5,2021-06-07
Switzerland,5658022,3,2021-06-07
Argentina,15290604,6,2021-06-07
Chile,19740230,4,2021-06-07
Czechia,6055598,4,2021-06-07
Ecuador,3314550,3,2021-06-07
"European Union",271569653,9,2021-06-07
France,41514628,4,2021-06-07
Germany,55929897,5,2021-06-07
"Hong Kong",2679737,2,2021-06-07
Ukraine,1436285,4,2021-06-07
"United States",302624943,3,2021-06-07
Uruguay,3085133,3,2021-06-07
Ukraine,1489446,4,2021-06-08
"United States",303696424,3,2021-06-08
Uruguay,3123140,3,2021-06-08
Italy,39835669,4,2021-06-08
Japan,23999647,2,2021-06-08
Latvia,900030,5,2021-06-08
Peru,4965841,3,2021-06-08
Romania,8328988,4,2021-06-08
"South Korea",11685250,5,2021-06-08
Switzerland,5770924,3,2021-06-08
Argentina,15660335,6,2021-06-08
Chile,19925157,4,2021-06-08
Czechia,6171597,4,2021-06-08
Ecuador,3376069,3,2021-06-08
"European Union",274083830,9,2021-06-08
France,42200808,4,2021-06-08
Germany,56990962,5,2021-06-08
"Hong Kong",2716217,2,2021-06-08
Argentina,16032540,6,2021-06-09
Chile,20118951,4,2021-06-09
Czechia,6291878,4,2021-06-09
Ecuador,3436306,3,2021-06-09
"European Union",276958239,9,2021-06-09
France,42862685,4,2021-06-09
Germany,58423628,5,2021-06-09
"Hong Kong",2749082,2,2021-06-09
Ukraine,1545019,4,2021-06-09
"United States",304524688,3,2021-06-09
Uruguay,3171989,3,2021-06-09
Italy,40430985,4,2021-06-09
Japan,25132631,2,2021-06-09
Latvia,918407,4,2021-06-09
Peru,5173341,3,2021-06-09
Romania,8374861,4,2021-06-09
"South Korea",12303022,5,2021-06-09
Switzerland,5884570,3,2021-06-09
Italy,41065791,4,2021-06-10
Japan,26235470,2,2021-06-10
Latvia,935434,4,2021-06-10
Peru,5404727,3,2021-06-10
Romania,8416415,4,2021-06-10
"South Korea",13105439,5,2021-06-10
Switzerland,5990899,3,2021-06-10
Argentina,16367403,6,2021-06-10
Chile,20322190,4,2021-06-10
Czechia,6413974,4,2021-06-10
Ecuador,3507059,3,2021-06-10
"European Union",279666875,9,2021-06-10
France,43557365,4,2021-06-10
Germany,59622101,5,2021-06-10
"Hong Kong",2787314,2,2021-06-10
Ukraine,1599348,4,2021-06-10
"United States",305457454,3,2021-06-10
Uruguay,3216501,3,2021-06-10
Ukraine,1661410,4,2021-06-11
"United States",306279076,3,2021-06-11
Uruguay,3256809,3,2021-06-11
Hungary,9372633,6,2021-06-11
Ireland,3466527,4,2021-06-11
Italy,41689687,4,2021-06-11
Japan,27321141,2,2021-06-11
Latvia,952804,4,2021-06-11
Liechtenstein,27361,3,2021-06-11
Lithuania,1914939,4,2021-06-11
Luxembourg,420541,4,2021-06-11
Malta,622327,4,2021-06-11
Netherlands,12452117,5,2021-06-11
Norway,3369728,4,2021-06-11
Peru,5631043,3,2021-06-11
Poland,24385897,4,2021-06-11
Portugal,7050249,6,2021-06-11
Romania,8457643,4,2021-06-11
Slovakia,3046759,5,2021-06-11
Slovenia,1288503,4,2021-06-11
"South Korea",13968341,5,2021-06-11
Spain,33493299,4,2021-06-11
Sweden,6571917,4,2021-06-11
Switzerland,6099950,3,2021-06-11
Argentina,16734019,6,2021-06-11
Austria,6440424,5,2021-06-11
Belgium,8765907,5,2021-06-11
Bulgaria,1577225,4,2021-06-11
Chile,20501299,4,2021-06-11
Croatia,2220984,4,2021-06-11
Cyprus,693135,4,2021-06-11
Czechia,6532826,4,2021-06-11
Denmark,4101803,4,2021-06-11
Ecuador,3592782,3,2021-06-11
Estonia,854244,4,2021-06-11
"European Union",294981684,9,2021-06-11
Finland,3615197,4,2021-06-11
France,44302438,4,2021-06-11
Germany,60691624,5,2021-06-11
"Hong Kong",2837748,2,2021-06-11
Argentina,16919006,6,2021-06-12
Chile,20533827,4,2021-06-12
Czechia,6585604,4,2021-06-12
Ecuador,3642516,3,2021-06-12
"European Union",296581398,9,2021-06-12
France,44797335,4,2021-06-12
Germany,61128961,5,2021-06-12
"Hong Kong",2891892,2,2021-06-12
Ukraine,1696280,4,2021-06-12
"United States",307880281,3,2021-06-12
Uruguay,3280021,3,2021-06-12
Italy,42256855,4,2021-06-12
Japan,28237727,2,2021-06-12
Latvia,961109,5,2021-06-12
Peru,5795917,3,2021-06-12
Romania,8496891,4,2021-06-12
"South Korea",14363607,5,2021-06-12
Switzerland,6171281,3,2021-06-12
Italy,42693007,4,2021-06-13
Japan,29141831,2,2021-06-13
Latvia,962745,4,2021-06-13
Peru,5880318,3,2021-06-13
Romania,8528338,4,2021-06-13
"South Korea",14392709,5,2021-06-13
Switzerland,6198098,3,2021-06-13
Argentina,17001642,6,2021-06-13
Chile,20535901,4,2021-06-13
Czechia,6628037,4,2021-06-13
Ecuador,3678225,3,2021-06-13
"European Union",297555593,9,2021-06-13
France,44976350,4,2021-06-13
Germany,61412453,5,2021-06-13
"Hong Kong",2934392,2,2021-06-13
Ukraine,1718499,4,2021-06-13
"United States",309088440,3,2021-06-13
Uruguay,3281116,3,2021-06-13
Ukraine,1768556,4,2021-06-14
"United States",310410012,3,2021-06-14
Uruguay,3338753,3,2021-06-14
Italy,43227337,4,2021-06-14
Japan,30348520,2,2021-06-14
Latvia,973152,4,2021-06-14
Peru,5995453,3,2021-06-14
Romania,8559404,4,2021-06-14
"South Korea",15248269,5,2021-06-14
Switzerland,6296436,3,2021-06-14
Argentina,17239473,6,2021-06-14
Chile,20757745,4,2021-06-14
Czechia,6743141,4,2021-06-14
Ecuador,3734231,3,2021-06-14
"European Union",299501974,9,2021-06-14
France,45574209,4,2021-06-14
Germany,62070068,5,2021-06-14
"Hong Kong",2964881,2,2021-06-14
Argentina,17497030,6,2021-06-15
Chile,20968690,4,2021-06-15
Czechia,6858056,4,2021-06-15
Ecuador,3803098,3,2021-06-15
"European Union",301948387,9,2021-06-15
France,46269374,4,2021-06-15
Germany,63123827,5,2021-06-15
"Hong Kong",3006402,2,2021-06-15
Ukraine,1831147,4,2021-06-15
"United States",311650476,3,2021-06-15
Uruguay,3393686,3,2021-06-15
Italy,43764616,4,2021-06-15
Japan,31564153,2,2021-06-15
Latvia,986122,4,2021-06-15
Peru,6127188,3,2021-06-15
Romania,8591729,4,2021-06-15
"South Korea",15991516,5,2021-06-15
Switzerland,6401281,3,2021-06-15
Italy,44323399,4,2021-06-16
Japan,32818067,2,2021-06-16
Latvia,1002051,4,2021-06-16
Peru,6242692,3,2021-06-16
Romania,8623806,4,2021-06-16
"South Korea",16664645,5,2021-06-16
Switzerland,6505121,3,2021-06-16
Argentina,17783714,6,2021-06-16
Chile,21195754,4,2021-06-16
Czechia,6976592,4,2021-06-16
Ecuador,3897170,3,2021-06-16
"European Union",304737014,9,2021-06-16
France,46942261,4,2021-06-16
Germany,64514242,5,2021-06-16
"Hong Kong",3041861,2,2021-06-16
Ukraine,1907685,4,2021-06-16
"United States",312678463,3,2021-06-16
Uruguay,3447076,3,2021-06-16
Ukraine,1989398,4,2021-06-17
"United States",314729474,3,2021-06-17
Uruguay,3491600,3,2021-06-17
Italy,44929159,4,2021-06-17
Japan,34079950,2,2021-06-17
Latvia,1015326,4,2021-06-17
Peru,6384028,3,2021-06-17
Romania,8652808,4,2021-06-17
"South Korea",17211642,5,2021-06-17
Switzerland,6612164,3,2021-06-17
Argentina,18097959,6,2021-06-17
Chile,21379912,4,2021-06-17
Czechia,7096962,4,2021-06-17
Ecuador,4001683,3,2021-06-17
"European Union",307350332,9,2021-06-17
France,47633239,4,2021-06-17
