country;Somme_vaccinated;Moyenne_vaccinated;date_vaccination;Max_vaccinated;Min_vaccinated;Nombre_vaccin_utilisé
Romania;9413547;2353386.7500;31/07/2021;7392258;452748;4
Hong Kong;5719028;2859514.0000;01/08/2021;3452407;2266621;2
Italy;69174628;17293657.0000;01/08/2021;48883102;1367018;4
Japan;90023640;45011820.0000;01/08/2021;84627215;5396425;2
Latvia;1323103;330775.7500;01/08/2021;743353;97048;4
Peru;13836849;4612283.0000;01/08/2021;10880821;749142;3
Romania;9420877;2355219.2500;01/08/2021;7397019;455021;4
South Korea;25689283;5137856.6000;01/08/2021;12083451;1;5
Switzerland;9024022;3008007.3333;01/08/2021;5971336;12;3
Ukraine;5632783;1126556.6000;01/08/2021;1965250;497;5
United States;346148132;115382710.6667;01/08/2021;193596180;13446195;3
Uruguay;4819903;1606634.3333;01/08/2021;3221887;88776;3
Argentina;33283854;5547309.0000;01/08/2021;11561558;12;6
Chile;25897195;6474298.7500;01/08/2021;18509607;458064;4
Czechia;10435095;2608773.7500;01/08/2021;8565898;144722;4
Ecuador;12641423;4213807.6667;01/08/2021;7309281;1488815;3
European Union;463979404;51553267.1111;01/08/2021;337985149;0;9
France;74806505;18701626.2500;01/08/2021;58939587;891491;4
Germany;93121774;18624354.8000;01/08/2021;69579997;0;5
Argentina;33700710;5616785.0000;02/08/2021;11603730;12;6
Chile;26021515;6505378.7500;02/08/2021;18625127;459897;4
Czechia;10488877;2622219.2500;02/08/2021;8613074;147177;4
Ecuador;12838802;3209700.5000;02/08/2021;7394945;39;4
European Union;465401101;51711233.4444;02/08/2021;339135105;0;9
France;75383765;18845941.2500;02/08/2021;59451183;899408;4
Germany;93417150;18683430.0000;02/08/2021;69821512;0;5
Hong Kong;5788075;2894037.5000;02/08/2021;3496634;2291441;2
Italy;69652597;17413149.2500;02/08/2021;49221830;1371442;4
Japan;90880374;45440187.0000;02/08/2021;85373829;5506545;2
Latvia;1327985;331996.2500;02/08/2021;747257;97704;4
Peru;13986273;4662091.0000;02/08/2021;11005350;751116;3
Romania;9433305;2358326.2500;02/08/2021;7404056;460128;4
South Korea;26204717;5240943.4000;02/08/2021;12578284;1;5
Switzerland;9046028;3015342.6667;02/08/2021;5985492;12;3
Ukraine;5757944;1151588.8000;02/08/2021;2014405;497;5
United States;346615511;115538503.6667;02/08/2021;193925677;13464026;3
Uruguay;4838248;1612749.3333;02/08/2021;3225026;88799;3
South Korea;26534797;5306959.4000;03/08/2021;12891954;1;5
Switzerland;9072956;3024318.6667;03/08/2021;6005819;12;3
Ukraine;5911202;1182240.4000;03/08/2021;2071495;497;5
United States;347067976;115689325.3333;03/08/2021;194252771;13479802;3
Uruguay;4857436;1619145.3333;03/08/2021;3227844;88903;3
Argentina;34108444;5684740.6667;03/08/2021;11737430;12;6
Chile;26160615;6540153.7500;03/08/2021;18755050;462052;4
Czechia;10541440;2635360.0000;03/08/2021;8658041;150404;4
Ecuador;13053708;3263427.0000;03/08/2021;7500374;39;4
European Union;467054818;51894979.7778;03/08/2021;340478875;0;9
France;76028926;19007231.5000;03/08/2021;59993046;910226;4
Germany;93882182;18776436.4000;03/08/2021;70222629;0;5
Hong Kong;5856993;2928496.5000;03/08/2021;3540920;2316073;2
Italy;70121794;17530448.5000;03/08/2021;49564528;1375471;4
Japan;91697753;45848876.5000;03/08/2021;86092639;5605114;2
Latvia;1334354;333588.5000;03/08/2021;752335;98619;4
Peru;14126509;4708836.3333;03/08/2021;11108776;753588;3
Romania;9448700;2362175.0000;03/08/2021;7412103;467163;4
Hong Kong;5922425;2961212.5000;04/08/2021;3585410;2337015;2
Italy;70600246;17650061.5000;04/08/2021;49905204;1379155;4
Japan;92335095;46167547.5000;04/08/2021;86647668;5687427;2
Latvia;1340934;268186.8000;04/08/2021;757625;26;5
Peru;14288581;4762860.3333;04/08/2021;11218654;755747;3
Romania;9463960;2365990.0000;04/08/2021;7420098;474048;4
South Korea;26813614;5362722.8000;04/08/2021;13156784;1;5
Switzerland;9097209;3032403.0000;04/08/2021;6022004;12;3
Ukraine;6070323;1214064.6000;04/08/2021;2130956;497;5
United States;347791039;115930346.3333;04/08/2021;194761251;13515943;3
Uruguay;4873904;1624634.6667;04/08/2021;3232788;89008;3
Argentina;34525523;5754253.8333;04/08/2021;11879943;14;6
Chile;26225423;6556355.7500;04/08/2021;18759487;463876;4
Czechia;10591379;2647844.7500;04/08/2021;8700261;153385;4
Ecuador;13271582;3317895.5000;04/08/2021;7603466;39;4
European Union;468778068;52086452.0000;04/08/2021;341904426;0;9
France;76625148;19156287.0000;04/08/2021;60506561;919970;4
Germany;94459004;18891800.8000;04/08/2021;70738484;0;5
Argentina;34955596;5825932.6667;05/08/2021;12048191;14;6
Chile;26271788;6567947.0000;05/08/2021;18762361;465273;4
Czechia;10644886;2661221.5000;05/08/2021;8746383;156435;4
Ecuador;13500986;3375246.5000;05/08/2021;7698101;41;4
European Union;470432433;52270270.3333;05/08/2021;343257311;0;9
France;77221594;19305398.5000;05/08/2021;61002587;929810;4
Germany;94980487;18996097.4000;05/08/2021;71197546;0;5
Hong Kong;5989619;2994809.5000;05/08/2021;3631232;2358387;2
Italy;71062642;17765660.5000;05/08/2021;50244853;1382685;4
Latvia;1346146;336536.5000;05/08/2021;762079;99944;4
Peru;14461662;4820554.0000;05/08/2021;11327899;758396;3
Romania;9479255;2369813.7500;05/08/2021;7427670;481458;4
South Korea;27136720;5427344.0000;05/08/2021;13451501;1;5
Switzerland;9122669;3040889.6667;05/08/2021;6039980;12;3
Ukraine;6237706;1247541.2000;05/08/2021;2192546;497;5
United States;348651607;116217202.3333;05/08/2021;195351697;13557377;3
Uruguay;4893756;1631252.0000;05/08/2021;3235948;89179;3
South Korea;27551498;5510299.6000;06/08/2021;13833731;1;5
Spain;59382309;14845577.2500;06/08/2021;41241852;1885189;4
Sweden;11051242;2762810.5000;06/08/2021;8492495;0;4
Switzerland;9150925;3050308.3333;06/08/2021;6060418;12;3
Ukraine;6408308;1281661.6000;06/08/2021;2257420;1997;5
United States;349469736;116489912.0000;06/08/2021;195903754;13596515;3
Uruguay;4911009;1637003.0000;06/08/2021;3237397;89349;3
Argentina;35369272;5894878.6667;06/08/2021;12202987;15;6
Austria;10150644;2030128.8000;06/08/2021;7363011;0;5
Belgium;15324328;3064865.6000;06/08/2021;10991340;0;5
Bulgaria;2094232;523558.0000;06/08/2021;1263566;89994;4
Chile;26306536;6576634.0000;06/08/2021;18764782;466536;4
Croatia;3194710;798677.5000;06/08/2021;2269681;58068;4
Cyprus;1004997;251249.2500;06/08/2021;657116;18413;4
Czechia;10701933;2675483.2500;06/08/2021;8796962;159533;4
Denmark;7379706;1844926.5000;06/08/2021;6338581;46323;4
Ecuador;13755490;3438872.5000;06/08/2021;7831071;41;4
Estonia;1215140;303785.0000;06/08/2021;828305;40578;4
European Union;478857770;53206418.8889;06/08/2021;349906605;0;9
Finland;5944990;1486247.5000;06/08/2021;4807787;0;4
France;77854650;19463662.5000;06/08/2021;61519469;940013;4
Germany;95424644;19084928.8000;06/08/2021;71583076;0;5
Hong Kong;6060148;3030074.0000;06/08/2021;3678158;2381990;2
Hungary;10910031;1818338.5000;06/08/2021;4991098;127199;6
Ireland;6190254;1547563.5000;06/08/2021;4239427;225351;4
Italy;71502949;17875737.2500;06/08/2021;50563753;1387244;4
Latvia;1352720;338180.0000;06/08/2021;767383;100763;4
Liechtenstein;39720;13240.0000;06/08/2021;27960;0;3
Lithuania;2680717;670179.2500;06/08/2021;1815871;111611;4
Luxembourg;685728;171432.0000;06/08/2021;480007;32865;4
Malta;775882;193970.5000;06/08/2021;477593;28077;4
Netherlands;21609942;4321988.4000;06/08/2021;16189075;0;5
Norway;5711369;1427842.2500;06/08/2021;4864664;5741;4
Peru;14747419;4915806.3333;06/08/2021;11439197;760895;3
Poland;33818448;8454612.0000;06/08/2021;24051460;1482708;4
Portugal;13096664;2182777.3333;06/08/2021;8684328;665;6
Romania;9494553;2373638.2500;06/08/2021;7435221;488893;4
Slovakia;4299892;859978.4000;06/08/2021;2927152;35391;5
Slovenia;1716420;429105.0000;06/08/2021;1130996;84441;4
Hong Kong;6124757;3062378.5000;07/08/2021;3723901;2400856;2
Italy;71848520;17962130.0000;07/08/2021;50810477;1390382;4
Latvia;1356872;339218.0000;07/08/2021;770081;102105;4
Peru;15244957;5081652.3333;07/08/2021;11613535;764227;3
Romania;9504679;2376169.7500;07/08/2021;7441548;492397;4
South Korea;27711059;5542211.8000;07/08/2021;13987603;1;5
Switzerland;9160195;3053398.3333;07/08/2021;6065957;12;3
Ukraine;6487273;1297454.6000;07/08/2021;2286224;3497;5
United States;350307145;116769048.3333;07/08/2021;196477868;13639573;3
Uruguay;4913886;1637962.0000;07/08/2021;3237868;89487;3
Argentina;35647272;5941212.0000;07/08/2021;12284827;15;6
Chile;26307707;6576926.7500;07/08/2021;18765021;466554;4
Czechia;10724315;2681078.7500;07/08/2021;8817664;160950;4
Ecuador;13992854;3498213.5000;07/08/2021;7987378;41;4
European Union;479818479;53313164.3333;07/08/2021;350664695;0;9
France;78246736;19561684.0000;07/08/2021;61861483;945121;4
Germany;95611036;19122207.2000;07/08/2021;71722701;0;5
Argentina;35808881;5968146.8333;08/08/2021;12307200;15;6
Chile;26307789;6576947.2500;08/08/2021;18765089;466555;4
Czechia;10743369;2685842.2500;08/08/2021;8835517;162038;4
Ecuador;14199861;3549965.2500;08/08/2021;8137117;41;4
European Union;480359235;53373248.3333;08/08/2021;351088079;0;9
France;78384341;19596085.2500;08/08/2021;61989668;946346;4
Germany;95727418;19145483.6000;08/08/2021;71812320;0;5
Hong Kong;6180140;3090070.0000;08/08/2021;3768028;2412112;2
Italy;72108248;18027062.0000;08/08/2021;50993058;1391956;4
Latvia;1357988;339497.0000;08/08/2021;770853;102402;4
Peru;15608120;5202706.6667;08/08/2021;11772980;766776;3
Romania;9511550;2377887.5000;08/08/2021;7445922;494678;4
South Korea;27742525;5548505.0000;08/08/2021;14017616;1;5
Switzerland;9161022;3053674.0000;08/08/2021;6066294;13;3
Ukraine;6538718;1307743.6000;08/08/2021;2305795;5497;5
United States;351079122;117026374.0000;08/08/2021;197016306;13674107;3
Uruguay;4913994;1637998.0000;08/08/2021;3237876;89488;3
South Korea;28355313;5671062.6000;09/08/2021;14537585;1;5
Switzerland;9183054;3061018.0000;09/08/2021;6080942;13;3
Ukraine;6678726;1335745.2000;09/08/2021;2358898;5497;5
United States;351611088;117203696.0000;09/08/2021;197399471;13691100;3
Uruguay;4942352;1647450.6667;09/08/2021;3238199;89557;3
Argentina;36199504;6033250.6667;09/08/2021;12422833;15;6
Chile;26406179;6601544.7500;09/08/2021;18854900;467346;4
Czechia;10798871;2699717.7500;09/08/2021;8886180;164258;4
Ecuador;14204382;3551095.5000;09/08/2021;8140386;41;4
European Union;481650520;53516724.4444;09/08/2021;352144041;0;9
France;78904159;19726039.7500;09/08/2021;62449788;952693;4
Germany;96024017;19204803.4000;09/08/2021;72052875;0;5
Hong Kong;6248852;3124426.0000;09/08/2021;3814225;2434627;2
Italy;72515971;18128992.7500;09/08/2021;51289097;1395475;4
Latvia;1362760;340690.0000;09/08/2021;775064;102692;4
Peru;15714199;5238066.3333;09/08/2021;11818054;769585;3
Romania;9518421;2379605.2500;09/08/2021;7450296;496959;4
Hong Kong;6315673;3157836.5000;10/08/2021;3860930;2454743;2
Italy;72893942;18223485.5000;10/08/2021;51558299;1399065;4
Latvia;1368762;342190.5000;10/08/2021;780135;103176;4
Peru;15838831;5279610.3333;10/08/2021;11867309;777062;3
Romania;9527454;2381863.5000;10/08/2021;7457738;498275;4
South Korea;28790600;5758120.0000;10/08/2021;14904302;1;5
Switzerland;9205743;3068581.0000;10/08/2021;6096677;13;3
Ukraine;6846399;1369279.8000;10/08/2021;2418395;5497;5
United States;352228038;117409346.0000;10/08/2021;197837608;13711856;3
Uruguay;4966272;1655424.0000;10/08/2021;3238434;89644;3
Argentina;36569495;6094915.8333;10/08/2021;12531792;15;6
Chile;26493989;6623497.2500;10/08/2021;18933848;468061;4
Czechia;10848114;2712028.5000;10/08/2021;8930161;166460;4
Ecuador;14583416;3645854.0000;10/08/2021;8433260;41;4
European Union;483111879;53679097.6667;10/08/2021;353335166;0;9
France;79490698;19872674.5000;10/08/2021;62944664;961451;4
Germany;96456588;19291317.6000;10/08/2021;72423428;0;5
Argentina;36981929;6163654.8333;11/08/2021;12672165;15;6
Chile;26614837;6653709.2500;11/08/2021;18938042;469949;4
Czechia;10900414;2725103.5000;11/08/2021;8977058;168688;4
Ecuador;14919957;3729989.2500;11/08/2021;8701695;333;4
European Union;484632347;53848038.5556;11/08/2021;354598635;0;9
France;80032019;20008004.7500;11/08/2021;63414432;969410;4
Germany;97002621;19400524.2000;11/08/2021;72896632;0;5
Hong Kong;6381165;3190582.5000;11/08/2021;3907835;2473330;2
Italy;73253135;18313283.7500;11/08/2021;51818027;1403153;4
Latvia;1376305;344076.2500;11/08/2021;786596;103777;4
Peru;15959091;5319697.0000;11/08/2021;11925071;783038;3
Romania;9541532;2385383.0000;11/08/2021;7465149;504587;4
South Korea;29134442;5826888.4000;11/08/2021;15189921;1;5
Switzerland;9229734;3076578.0000;11/08/2021;6111119;13;3
Ukraine;7008448;1401689.6000;11/08/2021;2475466;7497;5
United States;352880887;117626962.3333;11/08/2021;198288731;13746323;3
Uruguay;4988856;1662952.0000;11/08/2021;3238647;89817;3
South Korea;30011828;6002365.6000;12/08/2021;15489677;1;5
Switzerland;9255815;3085271.6667;12/08/2021;6129100;13;3
Ukraine;7171758;1434351.6000;12/08/2021;2527848;8497;5
United States;353531278;117843759.3333;12/08/2021;198736053;13784136;3
Uruguay;5008561;1669520.3333;12/08/2021;3239861;89851;3
Argentina;37374054;6229009.0000;12/08/2021;12809254;16;6
Chile;26696680;6674170.0000;12/08/2021;18943444;471457;4
Czechia;10946508;2736627.0000;12/08/2021;9017683;171178;4
Ecuador;15191063;3797765.7500;12/08/2021;8911123;690;4
European Union;486063925;54007102.7778;12/08/2021;355782274;0;9
France;80583555;20145888.7500;12/08/2021;63876672;978017;4
Germany;97478423;19495684.6000;12/08/2021;73308167;0;5
Hong Kong;6447153;3223576.5000;12/08/2021;3954145;2493008;2
Italy;73592305;18398076.2500;12/08/2021;52075890;1406790;4
Latvia;1381644;345411.0000;12/08/2021;790891;104076;4
Peru;16077346;5359115.3333;12/08/2021;11976873;788164;3
Romania;9555169;2388792.2500;12/08/2021;7472230;510909;4
Hong Kong;6515670;3257835.0000;13/08/2021;4001811;2513859;2
Hungary;11044434;1840739.0000;13/08/2021;5105587;133928;6
Ireland;6422903;1605725.7500;13/08/2021;4452024;229278;4
Italy;73889394;18472348.5000;13/08/2021;52308277;1409627;4
Latvia;1388218;347054.5000;13/08/2021;796389;104516;4
Liechtenstein;41438;13812.6667;13/08/2021;29085;0;3
Lithuania;2780000;695000.0000;13/08/2021;1879354;140022;4
Luxembourg;692714;173178.5000;13/08/2021;485119;33411;4
Malta;783291;195822.7500;13/08/2021;483294;29688;4
Netherlands;22334407;4466881.4000;13/08/2021;16833218;0;5
Norway;6033547;1508386.7500;13/08/2021;5096523;5928;4
Peru;16195609;5398536.3333;13/08/2021;12019547;793392;3
Poland;34186186;8546546.5000;13/08/2021;24312303;1581612;4
Portugal;13625787;2270964.5000;13/08/2021;8949234;700;6
Romania;9569926;2392481.5000;13/08/2021;7479107;518507;4
Slovakia;4370218;874043.6000;13/08/2021;2981596;36480;5
Slovenia;1749522;437380.5000;13/08/2021;1157841;88543;4
South Korea;30878158;6175631.6000;13/08/2021;15871556;1;5
Spain;61768482;15442120.5000;13/08/2021;43062049;1916324;4
Sweden;11474562;2868640.5000;13/08/2021;8839314;0;4
Switzerland;9283746;3094582.0000;13/08/2021;6149044;13;3
Ukraine;7333550;1466710.0000;13/08/2021;2581594;10497;5
United States;354447535;118149178.3333;13/08/2021;199392855;13823462;3
Uruguay;5024100;1674700.0000;13/08/2021;3242365;89972;3
Argentina;37790411;6298401.8333;13/08/2021;12930783;16;6
Austria;10332881;2066576.2000;13/08/2021;7519245;0;5
Belgium;15720954;3144190.8000;13/08/2021;11248345;0;5
Bulgaria;2155447;538861.7500;13/08/2021;1306415;102584;4
Chile;26748004;6687001.0000;13/08/2021;18946991;472268;4
Croatia;3236823;809205.7500;13/08/2021;2302433;62030;4
Cyprus;1027835;256958.7500;13/08/2021;677605;18707;4
Czechia;10995404;2748851.0000;13/08/2021;9061446;173389;4
Denmark;7710055;1927513.7500;13/08/2021;6558546;46402;4
Ecuador;15390151;3847537.7500;13/08/2021;9039285;1997;4
Estonia;1255327;313831.7500;13/08/2021;860517;43697;4
European Union;493785184;54865020.4444;13/08/2021;361695345;0;9
Finland;6250846;1562711.5000;13/08/2021;5051080;0;4
France;81114888;20278722.0000;13/08/2021;64318085;985576;4
Germany;97904635;19580927.0000;13/08/2021;73666922;0;5
Argentina;38046487;6341081.1667;14/08/2021;13019488;16;6
Chile;26749308;6687327.0000;14/08/2021;18947313;472292;4
Czechia;11008402;2752100.5000;14/08/2021;9072996;174448;4
Ecuador;15493907;3873476.7500;14/08/2021;9077840;2440;4
European Union;494480298;54942255.3333;14/08/2021;362251442;0;9
France;81458238;20364559.5000;14/08/2021;64615682;989376;4
Germany;98101150;19620230.0000;14/08/2021;73813583;0;5
Hong Kong;6579741;3289870.5000;14/08/2021;4048536;2531205;2
Italy;74018203;18504550.7500;14/08/2021;52399529;1410655;4
Latvia;1392128;348032.0000;14/08/2021;799840;104830;4
Peru;16430808;5476936.0000;14/08/2021;12176853;797921;3
Romania;9579458;2394864.5000;14/08/2021;7484693;522190;4
South Korea;31205406;6241081.2000;14/08/2021;16040578;1;5
Switzerland;9294236;3098078.6667;14/08/2021;6155459;13;3
Ukraine;7409698;1481939.6000;14/08/2021;2611707;11497;5
United States;355436872;118478957.3333;14/08/2021;200086401;13865764;3
Uruguay;5025756;1675252.0000;14/08/2021;3242372;89985;3
South Korea;31230507;6246101.4000;15/08/2021;16060987;1;5
Switzerland;9294820;3098273.3333;15/08/2021;6155748;13;3
Ukraine;7460766;1492153.2000;15/08/2021;2631231;12997;5
United States;356100661;118700220.3333;15/08/2021;200551649;13892386;3
Uruguay;5025843;1675281.0000;15/08/2021;3242374;90002;3
Argentina;38208855;6368142.5000;15/08/2021;13106939;16;6
Chile;26749733;6687433.2500;15/08/2021;18947650;472295;4
Czechia;11020761;2755190.2500;15/08/2021;9084593;175075;4
Ecuador;15559087;3889771.7500;15/08/2021;9099209;2580;4
European Union;494760077;54973341.8889;15/08/2021;362477067;0;9
France;81547803;20386950.7500;15/08/2021;64696629;990148;4
Germany;98219264;19643852.8000;15/08/2021;73903043;0;5
Hong Kong;6635089;3317544.5000;15/08/2021;4092803;2542286;2
Italy;74071125;18517781.2500;15/08/2021;52438747;1411176;4
Latvia;1393393;348348.2500;15/08/2021;800924;104920;4
Peru;16628305;5542768.3333;15/08/2021;12332695;799596;3
Romania;9585012;2396253.0000;15/08/2021;7488012;524283;4
Hong Kong;6700124;3350062.0000;16/08/2021;4138461;2561663;2
Italy;74306331;18576582.7500;16/08/2021;52614894;1413211;4
Latvia;1398194;349548.5000;16/08/2021;804977;105135;4
Peru;16708870;5569623.3333;16/08/2021;12365693;804545;3
Romania;9596801;2399200.2500;16/08/2021;7494142;529782;4
South Korea;32160745;6432149.0000;16/08/2021;16444574;1;5
Switzerland;9316572;3105524.0000;16/08/2021;6169751;13;3
Ukraine;7584403;1516880.6000;16/08/2021;2676931;13997;5
United States;356958410;118986136.6667;16/08/2021;201153708;13921901;3
Uruguay;5046666;1682222.0000;16/08/2021;3242607;90057;3
Argentina;38399662;6399943.6667;16/08/2021;13135527;16;6
Chile;26810782;6702695.5000;16/08/2021;19002828;473244;4
Czechia;11062752;2765688.0000;16/08/2021;9122261;176974;4
Ecuador;15936119;3984029.7500;16/08/2021;9398534;3778;4
European Union;495826284;55091809.3333;16/08/2021;363366074;0;9
France;82053328;20513332.0000;16/08/2021;65144516;994163;4
Germany;98486159;19697231.8000;16/08/2021;74120165;0;5
Argentina;38839104;6473184.0000;17/08/2021;13202247;16;6
Chile;26871977;6717994.2500;17/08/2021;19055252;474240;4
Czechia;11097492;2774373.0000;17/08/2021;9152690;178952;4
Ecuador;16344434;4086108.5000;17/08/2021;9733861;8361;4
European Union;497049278;55227697.5556;17/08/2021;364364236;0;9
France;82607135;20651783.7500;17/08/2021;65609056;999789;4
Germany;98849639;19769927.8000;17/08/2021;74432660;0;5
Hong Kong;6761557;3380778.5000;17/08/2021;4182908;2578649;2
Italy;74557818;18639454.5000;17/08/2021;52793678;1416640;4
Latvia;1404230;351057.5000;17/08/2021;810185;105441;4
Peru;16810057;5603352.3333;17/08/2021;12390375;810790;3
Romania;9610245;2402561.2500;17/08/2021;7500848;536287;4
South Korea;33383576;6676715.2000;17/08/2021;16946914;1;5
Switzerland;9340247;3113415.6667;17/08/2021;6184931;13;3
Ukraine;7702997;1540599.4000;17/08/2021;2735923;13997;5
United States;357561028;119187009.3333;17/08/2021;201577973;13940856;3
Uruguay;5059721;1686573.6667;17/08/2021;3242967;90082;3
South Korea;34229097;6845819.4000;18/08/2021;17318484;1;5
Switzerland;9367063;3122354.3333;18/08/2021;6201077;13;3
Ukraine;7823001;1564600.2000;18/08/2021;2791843;16297;5
United States;358264006;119421335.3333;18/08/2021;202051500;13973354;3
Uruguay;5074667;1691555.6667;18/08/2021;3243275;90133;3
Argentina;39273735;6545622.5000;18/08/2021;13276029;16;6
Chile;26952319;6738079.7500;18/08/2021;19059226;475477;4
Czechia;11143654;2785913.5000;18/08/2021;9194351;181086;4
Ecuador;16728651;4182162.7500;18/08/2021;10051409;14873;4
European Union;498326860;55369651.1111;18/08/2021;365428382;0;9
France;83132463;20783115.7500;18/08/2021;66058805;1004975;4
Germany;99274327;19854865.4000;18/08/2021;74802514;0;5
Hong Kong;6821602;3410801.0000;18/08/2021;4226746;2594856;2
Italy;74817860;18704465.0000;18/08/2021;52983934;1420242;4
Latvia;1411631;352907.7500;18/08/2021;816258;106063;4
Peru;16899816;5633272.0000;18/08/2021;12409442;817862;3
Romania;9624206;2406051.5000;18/08/2021;7507401;543468;4
Hong Kong;6881243;3440621.5000;19/08/2021;4269932;2611311;2
Italy;75060536;18765134.0000;19/08/2021;53156337;1423505;4
Latvia;1417325;354331.2500;19/08/2021;820895;106481;4
Peru;17002193;5667397.6667;19/08/2021;12430240;823174;3
Romania;9637172;2409293.0000;19/08/2021;7513413;550255;4
South Korea;35029577;7005915.4000;19/08/2021;17667253;1;5
Switzerland;9393148;3131049.3333;19/08/2021;6218907;13;3
Ukraine;7952028;1590405.6000;19/08/2021;2842571;16297;5
United States;359285428;119761809.3333;19/08/2021;202736783;14011758;3
Uruguay;5089947;1696649.0000;19/08/2021;3243601;90154;3
Argentina;39699325;6616554.1667;19/08/2021;13388692;16;6
Chile;27014659;6753664.7500;19/08/2021;19062150;476421;4
Czechia;11189239;2797309.7500;19/08/2021;9235271;183550;4
Ecuador;17054462;4263615.5000;19/08/2021;10317508;21447;4
European Union;499488387;55498709.6667;19/08/2021;366366589;0;9
France;83651507;20912876.7500;19/08/2021;66486489;1010482;4
Germany;99609889;19921977.8000;19/08/2021;75089065;0;5
Argentina;40134991;6689165.1667;20/08/2021;13539461;16;6
Austria;10484459;2096891.8000;20/08/2021;7640010;0;5
Belgium;15979412;3195882.4000;20/08/2021;11477942;0;5
Bulgaria;2219610;554902.5000;20/08/2021;1350586;116879;4
Chile;27072464;6768116.0000;20/08/2021;19064962;477374;4
Croatia;3278471;819617.7500;20/08/2021;2336095;66455;4
Cyprus;1046929;261732.2500;20/08/2021;694714;19289;4
Czechia;11238208;2809552.0000;20/08/2021;9279123;186179;4
Denmark;7905323;1976330.7500;20/08/2021;6683291;46461;4
Ecuador;17330176;4332544.0000;20/08/2021;10532499;26888;4
Estonia;1285597;321399.2500;20/08/2021;884897;44725;4
European Union;505960113;56217790.3333;20/08/2021;371364705;0;9
Finland;6553812;1638453.0000;20/08/2021;5284249;0;4
France;84205166;21051291.5000;20/08/2021;66936707;1015705;4
Germany;99953462;19990692.4000;20/08/2021;75381818;0;5
Hong Kong;6944320;3472160.0000;20/08/2021;4314293;2630027;2
Hungary;11156107;1859351.1667;20/08/2021;5201336;139952;6
Ireland;6652626;1663156.5000;20/08/2021;4670047;232387;4
Italy;75292316;18823079.0000;20/08/2021;53318928;1426020;4
Latvia;1424394;356098.5000;20/08/2021;826855;107018;4
Liechtenstein;42663;14221.0000;20/08/2021;29911;0;3
Lithuania;2885443;721360.7500;20/08/2021;1956865;160092;4
Luxembourg;698456;174614.0000;20/08/2021;489681;34237;4
Malta;787841;196960.2500;20/08/2021;487433;30021;4
Netherlands;22631838;4526367.6000;20/08/2021;17104747;0;5
Norway;6413736;1603434.0000;20/08/2021;5402350;6080;4
Peru;17153545;5717848.3333;20/08/2021;12466283;830814;3
Poland;34512482;8628120.5000;20/08/2021;24548094;1665917;4
Portugal;14051722;2007388.8571;20/08/2021;9177508;11;7
Romania;9650406;2412601.5000;20/08/2021;7519622;556964;4
Slovakia;4426760;885352.0000;20/08/2021;3022104;37580;5
Slovenia;1785919;446479.7500;20/08/2021;1187460;93115;4
South Korea;36055753;7211150.6000;20/08/2021;18125923;1;5
Spain;63888923;15972230.7500;20/08/2021;44663720;1930994;4
Sweden;11964396;2991099.0000;20/08/2021;9240873;0;4
Switzerland;9425258;3141752.6667;20/08/2021;6241383;13;3
Ukraine;8099146;1619829.2000;20/08/2021;2893746;16297;5
United States;360294416;120098138.6667;20/08/2021;203416431;14050126;3
Uruguay;5114920;1704973.3333;20/08/2021;3243935;90230;3
South Korea;36545870;7309174.0000;21/08/2021;18341612;1;5
Switzerland;9437307;3145769.0000;21/08/2021;6248285;13;3
Ukraine;8165319;1633063.8000;21/08/2021;2918803;16297;5
United States;361342881;120447627.0000;21/08/2021;204095863;14099089;3
Uruguay;5117292;1705764.0000;21/08/2021;3243986;90253;3
Argentina;40392079;6732013.1667;21/08/2021;13665122;16;6
Chile;27075633;6768908.2500;21/08/2021;19065503;477398;4
Czechia;11252800;2813200.0000;21/08/2021;9292389;187089;4
Ecuador;17521749;4380437.2500;21/08/2021;10670450;33835;4
European Union;506644505;56293833.8889;21/08/2021;371908910;0;9
France;84548723;21137180.7500;21/08/2021;67234740;1018030;4
Germany;100110257;20022051.4000;21/08/2021;75502638;0;5
Hong Kong;7003970;3501985.0000;21/08/2021;4357908;2646062;2
Italy;75448845;18862211.2500;21/08/2021;53422546;1427504;4
Latvia;1428153;357038.2500;21/08/2021;830063;107313;4
Peru;17470951;5823650.3333;21/08/2021;12587968;839647;3
Romania;9659566;2414891.5000;21/08/2021;7524882;560516;4
Hong Kong;7054269;3527134.5000;22/08/2021;4398270;2655999;2
Italy;75562200;18890550.0000;22/08/2021;53498155;1429085;4
Latvia;1429446;357361.5000;22/08/2021;831203;107373;4
Peru;17703188;5901062.6667;22/08/2021;12670814;849387;3
Romania;9665209;2416302.2500;22/08/2021;7528368;562510;4
South Korea;36589264;7317852.8000;22/08/2021;18369175;1;5
Switzerland;9438193;3146064.3333;22/08/2021;6248689;13;3
Ukraine;8208034;1641606.8000;22/08/2021;2936854;16297;5
United States;362315128;120771709.3333;22/08/2021;204750908;14130274;3
Uruguay;5118221;1706073.6667;22/08/2021;3243988;90258;3
Argentina;40562023;6760337.1667;22/08/2021;13752198;16;6
Chile;27076524;6769131.0000;22/08/2021;19065630;477402;4
Czechia;11266328;2816582.0000;22/08/2021;9304798;187882;4
Ecuador;17653393;4413348.2500;22/08/2021;10759230;39401;4
European Union;506992109;56332456.5556;22/08/2021;372185713;0;9
